Cost of Living Index,mortgage_rate,date,nielsen_rank,hotness_rank,hotness_rank_yy,supply_score,demand_score,median_days_on_market_yy,ldp_unique_viewers_per_property_yy,ldp_unique_viewers_per_property_vs_us,median_listing_price_yy,city_name,state_abb,city_state,tax_rank,Effective_Total_Tax_Med_US_Household,Annual_Total_Tax_Med_US_Household,Per_Diff_State_US_Avg,Annual_Total_Tax_State_Household,Adjusted_Overall_Rank
97.9,2.18,2021-07-01,264,50,160,89.22003805,91.6296766,-0.542857143,0.375,1.7255,0.006667538,charlotte,nc,charlotte_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
87.3,2.18,2021-07-01,924,1141,-238,45.97336715,23.14521243,-0.419847328,0.060606061,0.6863,0.284124725,oklahoma city,ok,oklahoma city_ok,31,11.44%,"$7,235 ",5.95%,"$5,673 ",22
89.5,2.18,2021-07-01,585,344,-165,53.96322131,82.37159163,-0.25,0.388888889,1.4706,-0.044263456,cleveland,tn,cleveland_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
100.3,2.18,2021-07-01,797,469,428,78.31325301,45.52948637,-0.495652174,0.714285714,0.9412,0.176056338,atlanta,ga,atlanta_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
87.2,2.18,2021-07-01,1381,1192,-641,9.004438808,54.47051363,0.290322581,0.741935484,1.0588,-0.188284519,macon,ga,macon_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
91.6,2.18,2021-07-01,275,805,-496,50.15852885,48.89029803,-0.288461538,0.020408163,0.9804,0.06791604,kansas city,mo,kansas city_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
,2.18,2021-07-01,1078,314,424,89.22003805,51.23652505,-0.555555556,0.677419355,1.0196,0.272340426,lawrenceburg,tn,lawrenceburg_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
,2.18,2021-07-01,1028,1399,48,20.54533925,15.21876982,-0.452513966,1.142857143,0.5882,-0.101362862,poplar bluff,mo,poplar bluff_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
107.4,2.18,2021-07-01,149,598,4,74.69879518,39.3785669,-0.405940594,0.375,0.8627,0.112205579,reno,nv,reno_nv,4,7.94%,"$5,017 ",-26.53%,"$5,180 ",10
98.6,2.18,2021-07-01,847,1523,-72,1.458465441,10.14584654,0.268101761,0.041666667,0.4902,0.014785609,glens falls,ny,glens falls_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
84.1,2.18,2021-07-01,1000,1274,-313,9.955611921,45.46607483,-0.305389222,0.2,0.9412,-0.064705882,wheeling,wv,wheeling_wv,17,9.69%,"$6,124 ",-10.31%,"$4,405 ",12
,2.18,2021-07-01,1097,1531,27,3.931515536,5.326569436,-0.513513514,0.727272727,0.3725,0.211111111,selma,al,selma_al,15,9.10%,"$5,754 ",-15.73%,"$4,508 ",7
,2.18,2021-07-01,1058,1158,-148,24.54026633,42.29549778,-0.245901639,0.769230769,0.902,-0.036196188,rock springs,wy,rock springs_wy,5,8.05%,"$5,086 ",-25.51%,"$5,178 ",8
95.8,2.18,2021-07-01,1022,301,-285,45.97336715,96.06848446,-0.025641026,-0.139344262,2.0588,0.024402147,harrisburg,pa,harrisburg_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
91.3,2.18,2021-07-01,293,808,-171,28.66201649,70.25998732,-0.362318841,0.333333333,1.2549,0.020774558,scranton,pa,scranton_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
,2.18,2021-07-01,723,65,169,87.31769182,90.99556119,-0.568965517,0.048192771,1.7059,0.183425772,louisville/jefferson county,ky,louisville/jefferson county_ky,39,12.48%,"$7,887 ",15.51%,"$6,115 ",30
,2.18,2021-07-01,1327,587,746,70.7038681,43.81737476,-0.710280374,0.740740741,0.9216,0.127326565,fredericksburg,tx,fredericksburg_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
95,2.18,2021-07-01,325,737,150,41.15409004,62.20672162,-0.316239316,1,1.1373,0.080216043,greenville,sc,greenville_sc,12,8.99%,"$5,683 ",-16.78%,"$4,779 ",11
98.5,2.18,2021-07-01,16,472,-51,82.37159163,41.40773621,-0.363636364,0.363636364,0.8824,0.105703903,dallas,tx,dallas_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
93.9,2.18,2021-07-01,29,265,-231,96.70259987,50.8560558,-0.446153846,-0.15,1,-0.063822912,columbus,oh,columbus_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
94.7,2.18,2021-07-01,202,1049,430,42.23208624,37.66645529,-0.626794258,2.071428571,0.8431,0.396415173,myrtle beach,sc,myrtle beach_sc,12,8.99%,"$5,683 ",-16.78%,"$4,779 ",11
,2.18,2021-07-01,1100,723,318,53.96322131,50.03170577,-0.485714286,0.7,1,0.446344125,escanaba,mi,escanaba_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
97.3,2.18,2021-07-01,45,445,-286,74.69879518,50.79264426,-0.2,0.186046512,1,-0.056247641,buffalo,ny,buffalo_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
103.4,2.18,2021-07-01,248,386,-320,62.84083703,68.16740647,-0.235955056,-0.126760563,1.2157,0.125784802,philadelphia,pa,philadelphia_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
94.5,2.18,2021-07-01,613,744,-522,39.3785669,63.53836398,-0.171717172,0.113207547,1.1569,0.112289741,blacksburg,va,blacksburg_va,25,10.73%,"$6,783 ",-0.66%,"$7,955 ",26
102.3,2.18,2021-07-01,823,1119,192,9.955611921,62.27013316,-0.536,0.933333333,1.1373,0,claremont,nh,claremont_nh,19,10.06%,"$6,358 ",-6.88%,"$7,577 ",33
90,2.18,2021-07-01,26,1111,-611,45.97336715,27.39378567,-0.296296296,-0.051282051,0.7255,-0.136986301,cleveland,oh,cleveland_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
92.8,2.18,2021-07-01,931,1406,-297,31.83259353,2.980342422,-0.180952381,0.153846154,0.2941,0.031578947,sioux falls,sd,sioux falls_sd,27,11.16%,"$7,055 ",3.33%,"$6,095 ",27
91.1,2.18,2021-07-01,479,1300,-97,31.83259353,20.48192771,-0.317460317,0.941176471,0.6471,0.140486459,baton rouge,la,baton rouge_la,23,10.63%,"$6,723 ",-1.54%,"$5,239 ",19
93.2,2.18,2021-07-01,994,659,80,35.1934052,73.24032974,-0.428571429,0.425531915,1.3137,0.047641734,duluth,mn,duluth_mn,29,11.27%,"$7,128 ",4.39%,"$7,774 ",29
85.4,2.18,2021-07-01,836,740,-87,50.15852885,53.07545973,-0.403225806,0.292682927,1.0392,-0.070619006,farmington,mo,farmington_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
94.1,2.18,2021-07-01,866,719,-172,16.7406468,87.57133798,-0.255474453,0.576923077,1.6078,0.056635672,roanoke,va,roanoke_va,25,10.73%,"$6,783 ",-0.66%,"$7,955 ",26
,2.18,2021-07-01,869,90,184,78.31325301,94.99048827,-0.486725664,0.612903226,1.9608,0.197222743,sanford,nc,sanford_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
87.4,2.18,2021-07-01,407,802,-337,70.7038681,28.66201649,-0.303370787,0.1875,0.7451,-0.050409079,jackson,mi,jackson_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
82.9,2.18,2021-07-01,799,1348,-19,31.83259353,12.49207356,-0.398601399,0.6875,0.5294,-0.05913504,enid,ok,enid_ok,31,11.44%,"$7,235 ",5.95%,"$5,673 ",22
95.8,2.18,2021-07-01,778,1512,-80,10.65313887,3.360811668,-0.337209302,0.066666667,0.3137,0.228911933,houston,tx,houston_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
105.4,2.18,2021-07-01,558,112,-59,78.31325301,91.81991122,-0.340909091,0.155844156,1.7451,0.122947761,hanford,ca,hanford_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
88.2,2.18,2021-07-01,405,101,77,87.31769182,84.46417248,-0.411764706,0.659574468,1.5294,0.168091168,memphis,tn,memphis_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
94.5,2.18,2021-07-01,187,1548,-1,1.204819277,3.677869372,2.425742574,0.333333333,0.3137,0.080478763,ocala,fl,ocala_fl,6,8.23%,"$5,204 ",-23.79%,"$4,820 ",5
85.8,2.18,2021-07-01,1340,1357,-62,7.419150285,35.95434369,-0.133333333,1.047619048,0.8431,-0.214424306,shreveport,la,shreveport_la,23,10.63%,"$6,723 ",-1.54%,"$5,239 ",19
97.9,2.18,2021-07-01,356,43,27,93.97590361,88.26886493,-0.505882353,0.338709677,1.6275,0.050764506,charlotte,nc,charlotte_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
85.4,2.18,2021-07-01,724,446,513,78.31325301,47.17818643,-0.536,0.689655172,0.9608,0.109228972,searcy,ar,searcy_ar,30,11.28%,"$7,134 ",4.48%,"$5,217 ",18
99.2,2.18,2021-07-01,197,480,-229,58.14838301,64.99682942,-0.247311828,0.304347826,1.1765,-0.09798026,richmond,va,richmond_va,25,10.73%,"$6,783 ",-0.66%,"$7,955 ",26
105.4,2.18,2021-07-01,1187,820,-676,58.14838301,39.75903614,-0.213483146,-0.134615385,0.8824,0.147261912,minneapolis,mn,minneapolis_mn,29,11.27%,"$7,128 ",4.39%,"$7,774 ",29
90.7,2.18,2021-07-01,1257,1370,-588,31.83259353,8.750792644,0.563636364,1,0.4706,-0.015695664,grand forks,nd,grand forks_nd,18,10.03%,"$6,343 ",-7.11%,"$6,253 ",23
87.2,2.18,2021-07-01,580,665,-197,91.05897273,17.24793912,-0.549019608,-0.184210526,0.6078,-0.56,lima,oh,lima_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
,2.18,2021-07-01,711,5,-2,98.6049461,97.59036145,-0.444444444,0.1875,2.2353,-0.024400163,louisville/jefferson county,ky,louisville/jefferson county_ky,39,12.48%,"$7,887 ",15.51%,"$6,115 ",30
108.7,2.18,2021-07-01,817,303,169,78.31325301,63.47495244,-0.585714286,-0.078125,1.1569,0.007549118,yuba city,ca,yuba city_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
100.1,2.18,2021-07-01,237,778,-251,66.70894103,33.92517438,-0.311827957,0.322580645,0.8039,0.046266889,chicago,il,chicago_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
,2.18,2021-07-01,865,1478,-61,4.185161699,16.99429296,-0.281105991,0.409090909,0.6078,0.185146983,sterling,il,sterling_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
,2.18,2021-07-01,962,1125,-197,18.4527584,52.82181357,-0.32885906,0.432432432,1.0392,0.035836605,red wing,mn,red wing_mn,29,11.27%,"$7,128 ",4.39%,"$7,774 ",29
85.7,2.18,2021-07-01,162,750,-502,66.70894103,35.70069753,-0.288888889,-0.045454545,0.8235,0.0025647,flint,mi,flint_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
90.2,2.18,2021-07-01,48,1224,-412,45.97336715,14.20418516,-0.276190476,0.037037037,0.549,-0.033614122,indianapolis,in,indianapolis_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
86.7,2.18,2021-07-01,1227,429,272,50.15852885,76.85478757,-0.463768116,0.555555556,1.3725,0.083694565,springfield,mo,springfield_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
87.3,2.18,2021-07-01,70,1247,-303,50.15852885,8.370323399,-0.221052632,0.4375,0.451,-0.093299483,oklahoma city,ok,oklahoma city_ok,31,11.44%,"$7,235 ",5.95%,"$5,673 ",22
89.6,2.18,2021-07-01,267,1408,22,26.5060241,8.180088776,-0.457831325,0.769230769,0.451,0.203268234,lafayette,la,lafayette_la,23,10.63%,"$6,723 ",-1.54%,"$5,239 ",19
104.3,2.18,2021-07-01,4,928,-66,78.31325301,12.11160431,-0.425742574,0.130434783,0.5098,0.149959345,phoenix,az,phoenix_az,16,9.52%,"$6,021 ",-11.83%,"$5,814 ",14
,2.18,2021-07-01,998,619,632,50.15852885,61.76284084,-0.640776699,0.933333333,1.1373,0.045475216,mountain home,ar,mountain home_ar,30,11.28%,"$7,134 ",4.48%,"$5,217 ",18
93.3,2.18,2021-07-01,312,943,-565,50.15852885,39.06150919,-0.186813187,0.222222222,0.8627,0.144038156,binghamton,ny,binghamton_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
90,2.18,2021-07-01,638,221,37,58.14838301,95.24413443,-0.401709402,0.346666667,1.9804,-0.075481256,cleveland,oh,cleveland_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
,2.18,2021-07-01,1200,40,19,87.31769182,95.18072289,-0.431818182,0.364864865,1.9804,0.277877375,huntington,in,huntington_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
120.1,2.18,2021-07-01,1169,633,-66,65.56753329,45.33925174,-0.394495413,0.297297297,0.9412,0.071641791,washington,dc,washington_dc,14,9.04%,"$5,715 ",-16.30%,"$9,563 ",42
87.5,2.18,2021-07-01,144,637,-308,78.31325301,32.33988586,-0.325581395,0.111111111,0.7843,-0.036739734,toledo,oh,toledo_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
89.8,2.18,2021-07-01,671,606,-105,18.4527584,94.22954978,-0.371069182,0.021276596,1.8824,-0.029326083,hickory,nc,hickory_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
88.7,2.18,2021-07-01,755,626,605,26.5060241,85.03487635,-0.567307692,1.548387097,1.549,-0.206666667,greenwood,sc,greenwood_sc,12,8.99%,"$5,683 ",-16.78%,"$4,779 ",11
90.7,2.18,2021-07-01,340,158,23,74.69879518,87.76157261,-0.423076923,0.223880597,1.6078,-0.092942659,appleton,wi,appleton_wi,45,13.22%,"$8,357 ",22.39%,"$7,586 ",37
,2.18,2021-07-01,1096,882,470,35.1934052,58.08497146,-0.683018868,0.931034483,1.098,-0.121495327,murray,ky,murray_ky,39,12.48%,"$7,887 ",15.51%,"$6,115 ",30
90.7,2.18,2021-07-01,800,1047,127,53.96322131,26.12555485,-0.513513514,0.423076923,0.7255,0.233004386,birmingham,al,birmingham_al,15,9.10%,"$5,754 ",-15.73%,"$4,508 ",7
84.9,2.18,2021-07-01,651,377,-266,70.7038681,61.95307546,-0.261904762,0.115384615,1.1373,-0.2338794,kokomo,in,kokomo_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
91.6,2.18,2021-07-01,605,500,-258,53.96322131,67.85034876,-0.357142857,-0.101449275,1.2157,0.10909583,kansas city,mo,kansas city_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
93.1,2.18,2021-07-01,25,1188,-558,45.97336715,17.62840837,-0.262135922,-0.03125,0.6078,-0.137633667,pittsburgh,pa,pittsburgh_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
,2.18,2021-07-01,1045,717,-248,23.7159163,80.72289157,-0.282442748,0.321428571,1.451,0.007427056,seymour,in,seymour_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
95,2.18,2021-07-01,132,856,279,53.96322131,41.21750159,-0.428571429,1.142857143,0.8824,0.145520778,greenville,sc,greenville_sc,12,8.99%,"$5,683 ",-16.78%,"$4,779 ",11
95.1,2.18,2021-07-01,753,1169,-514,5.707038681,60.24096386,-0.006993007,0.14,1.1176,0.035242291,syracuse,ny,syracuse_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
91.6,2.18,2021-07-01,589,961,-396,39.3785669,48.44641725,-0.364341085,0.041666667,0.9804,0.078736154,kansas city,mo,kansas city_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
102.3,2.18,2021-07-01,467,299,-203,87.31769182,54.78757134,-0.418604651,-0.052631579,1.0588,0.158097912,el centro,ca,el centro_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
91.1,2.18,2021-07-01,1328,1470,33,10.65313887,12.17501585,-0.45971564,0.928571429,0.5294,0.034391795,baton rouge,la,baton rouge_la,23,10.63%,"$6,723 ",-1.54%,"$5,239 ",19
86.3,2.18,2021-07-01,639,881,-122,45.97336715,47.30500951,-0.254901961,0.75,0.9608,-0.112149533,texarkana,tx,texarkana_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
,2.18,2021-07-01,1155,23,782,89.22003805,99.42929613,-0.698113208,1.875,2.7059,0.232531665,newberry,sc,newberry_sc,12,8.99%,"$5,683 ",-16.78%,"$4,779 ",11
84.2,2.18,2021-07-01,857,62,600,95.94166138,82.9422955,-0.68,0.853658537,1.4902,0.099169516,fort smith,ar,fort smith_ar,30,11.28%,"$7,134 ",4.48%,"$5,217 ",18
86.4,2.18,2021-07-01,523,1081,226,28.66201649,47.43183259,-0.557788945,0.814814815,0.9608,0.00907441,youngstown,oh,youngstown_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
178.6,2.18,2021-07-01,23,803,-498,87.31769182,11.98478123,-0.206349206,-0.1875,0.5098,0.046786687,san francisco,ca,san francisco_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
120.1,2.18,2021-07-01,1044,931,-54,50.15852885,40.07609385,-0.475177305,0.216216216,0.8824,0.0748609,washington,dc,washington_dc,14,9.04%,"$5,715 ",-16.30%,"$9,563 ",42
,2.18,2021-07-01,1317,1000,-214,42.23208624,41.72479391,-0.178947368,0.916666667,0.902,-0.007883212,iron mountain,mi,iron mountain_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
86.8,2.18,2021-07-01,868,836,348,58.14838301,38.23715916,-0.51048951,0.833333333,0.8627,-0.255783212,florence,al,florence_al,15,9.10%,"$5,754 ",-15.73%,"$4,508 ",7
93.8,2.18,2021-07-01,637,758,-379,31.83259353,70.13316424,-0.312,0.084745763,1.2549,-0.104781863,milwaukee,wi,milwaukee_wi,45,13.22%,"$8,357 ",22.39%,"$7,586 ",37
90.8,2.18,2021-07-01,859,385,731,78.31325301,52.88522511,-0.477477477,2.3125,1.0392,0.297648013,hinesville,ga,hinesville_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
103.3,2.18,2021-07-01,241,1086,-92,23.7159163,51.934052,-0.381578947,0.485714286,1.0196,0.13336297,asheville,nc,asheville_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
93.6,2.18,2021-07-01,875,687,-102,42.23208624,64.23589093,-0.417910448,0.2,1.1765,-0.06864436,lynchburg,va,lynchburg_va,25,10.73%,"$6,783 ",-0.66%,"$7,955 ",26
84.7,2.18,2021-07-01,624,1120,-199,31.83259353,40.26632847,-0.376811594,0.323529412,0.8824,0.096836669,parkersburg,wv,parkersburg_wv,17,9.69%,"$6,124 ",-10.31%,"$4,405 ",12
99,2.18,2021-07-01,1190,1302,-258,42.23208624,9.955611921,-0.242718447,0.5625,0.4902,0.103702653,virginia beach,va,virginia beach_va,25,10.73%,"$6,783 ",-0.66%,"$7,955 ",26
88.8,2.18,2021-07-01,319,1445,-235,24.54026633,3.170577045,-0.233333333,0.071428571,0.2941,0.145194274,las cruces,nm,las cruces_nm,20,10.54%,"$6,663 ",-2.42%,"$5,257 ",20
102,2.18,2021-07-01,765,788,-18,41.15409004,59.03614458,-0.545454545,0.076923077,1.098,0.04491018,coos bay,or,coos bay_or,13,8.99%,"$5,686 ",-16.73%,"$6,598 ",24
82.6,2.18,2021-07-01,1245,663,-132,41.15409004,67.21623335,-0.420289855,0.148148148,1.2157,0.11311054,weirton,wv,weirton_wv,17,9.69%,"$6,124 ",-10.31%,"$4,405 ",12
88.2,2.18,2021-07-01,1330,376,-88,35.1934052,97.65377299,-0.214953271,1.169811321,2.2549,-0.026329647,canton,oh,canton_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
120.1,2.18,2021-07-01,442,773,-502,82.37159163,18.51616994,-0.325301205,-0.157894737,0.6275,0.049090909,washington,dc,washington_dc,14,9.04%,"$5,715 ",-16.30%,"$9,563 ",42
,2.18,2021-07-01,838,282,-213,53.96322131,90.93214965,-0.208791209,0.16,1.7059,0.261715934,fremont,oh,fremont_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
88.5,2.18,2021-07-01,1116,365,149,50.15852885,83.57641091,-0.417322835,0.54,1.5098,0.805663809,longview,tx,longview_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
,2.18,2021-07-01,1152,1263,-640,24.54026633,32.46670894,-0.115384615,0.205882353,0.8039,0.167222487,fremont,ne,fremont_ne,46,13.27%,"$8,386 ",22.82%,"$7,214 ",38
,2.18,2021-07-01,786,1257,23,24.54026633,33.03741281,-0.480225989,0.576923077,0.8039,0.445722861,somerset,ky,somerset_ky,39,12.48%,"$7,887 ",15.51%,"$6,115 ",30
112.7,2.18,2021-07-01,572,1379,-304,14.20418516,24.98414711,-0.302631579,0.161290323,0.7059,0.300280636,kalispell,mt,kalispell_mt,3,7.11%,"$4,494 ",-34.19%,"$4,301 ",2
109.5,2.18,2021-07-01,584,809,9,31.83259353,66.89917565,-0.505747126,0.244897959,1.1961,0.199919992,ocean city,nj,ocean city_nj,42,12.84%,"$8,117 ",18.88%,"$11,906 ",48
89.6,2.18,2021-07-01,583,1290,-744,7.863031072,45.84654407,0.024,0.021276596,0.9412,0.089090909,st. louis,mo,st. louis_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
92.7,2.18,2021-07-01,463,966,10,50.15852885,37.09575143,-0.383333333,0.592592593,0.8431,0.140047458,san antonio,tx,san antonio_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
89,2.18,2021-07-01,362,521,-344,35.1934052,84.52758402,-0.176470588,0.21875,1.5294,-0.007067813,oshkosh,wi,oshkosh_wi,45,13.22%,"$8,357 ",22.39%,"$7,586 ",37
101.4,2.18,2021-07-01,34,831,83,50.15852885,46.60748256,-0.372881356,0.714285714,0.9412,0.062864917,orlando,fl,orlando_fl,6,8.23%,"$5,204 ",-23.79%,"$4,820 ",5
125.2,2.18,2021-07-01,173,235,-151,93.97590361,57.13379835,-0.416666667,0.078431373,1.0784,0.173732511,vallejo,ca,vallejo_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
109.1,2.18,2021-07-01,670,131,319,85.22511097,80.34242232,-0.5,0.738095238,1.4314,0.126013514,port angeles,wa,port angeles_wa,37,12.02%,"$7,601 ",11.33%,"$9,732 ",39
,2.18,2021-07-01,1289,470,-158,58.14838301,65.69435637,-0.270833333,0.418604651,1.1961,-0.020842566,lewisburg,tn,lewisburg_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
93.2,2.18,2021-07-01,17,817,-106,85.22511097,12.93595434,-0.4,0.125,0.5294,0.130162318,detroit,mi,detroit_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
100.3,2.18,2021-07-01,631,1083,-70,53.96322131,21.87698161,-0.368421053,0.47826087,0.6667,0.158970328,atlanta,ga,atlanta_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
,2.18,2021-07-01,1240,349,272,58.14838301,77.86937223,-0.396551724,0.820512821,1.3922,-0.018998273,dixon,il,dixon_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
,2.18,2021-07-01,1010,875,34,12.11160431,81.61065314,-0.401069519,0.595744681,1.4706,-0.112567004,rockingham,nc,rockingham_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
103.4,2.18,2021-07-01,490,698,-179,31.83259353,73.81103361,-0.295081967,0.425531915,1.3137,0.277465508,missoula,mt,missoula_mt,3,7.11%,"$4,494 ",-34.19%,"$4,301 ",2
86.8,2.18,2021-07-01,591,578,187,66.70894103,48.38300571,-0.378640777,0.785714286,0.9804,0.01315157,florence,al,florence_al,15,9.10%,"$5,754 ",-15.73%,"$4,508 ",7
106.4,2.18,2021-07-01,443,1279,-192,26.5060241,28.53519341,-0.4,0.266666667,0.7451,0.109913793,pittsfield,ma,pittsfield_ma,26,10.90%,"$6,890 ",0.91%,"$9,972 ",43
91.8,2.18,2021-07-01,236,649,-51,50.15852885,59.48002536,-0.393442623,0.333333333,1.098,0.020726945,erie,pa,erie_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
99.7,2.18,2021-07-01,435,986,-380,53.96322131,31.57894737,-0.307692308,0.176470588,0.7843,0.040016006,hagerstown,md,hagerstown_md,32,11.49%,"$7,261 ",6.34%,"$10,011 ",46
90.8,2.18,2021-07-01,657,600,-22,66.70894103,47.36842105,-0.384615385,0.4,0.9608,0.079815963,richmond,ky,richmond_ky,39,12.48%,"$7,887 ",15.51%,"$6,115 ",30
92.3,2.18,2021-07-01,718,46,32,91.05897273,90.55168041,-0.477272727,0.303030303,1.6863,0.102846975,warsaw,in,warsaw_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
98.5,2.18,2021-07-01,597,774,-506,58.14838301,42.73937857,-0.186046512,0.15,0.902,0.257841052,dallas,tx,dallas_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
84.2,2.18,2021-07-01,771,487,16,58.14838301,64.61636018,-0.385964912,0.395348837,1.1765,-0.19165247,richmond,in,richmond_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
,2.18,2021-07-01,1038,61,165,86.30310717,92.64426126,-0.535714286,0.277777778,1.8039,-0.095477387,hillsdale,mi,hillsdale_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
,2.18,2021-07-01,1002,1258,-62,42.23208624,15.3455929,-0.327586207,1.307692308,0.5882,-0.010757315,gillette,wy,gillette_wy,5,8.05%,"$5,086 ",-25.51%,"$5,178 ",8
87.3,2.18,2021-07-01,632,1428,39,22.6379201,9.004438808,-0.559633028,0.411764706,0.4706,-0.093904448,albany,ga,albany_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
86.8,2.18,2021-07-01,1242,689,-642,6.658211795,99.61953075,0.472527473,-0.082802548,2.8235,0.33647935,fort wayne,in,fort wayne_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
132.6,2.18,2021-07-01,492,11,0,96.19530755,96.57577679,-0.479452055,0.08,2.1176,0.139478558,boston,ma,boston_ma,26,10.90%,"$6,890 ",0.91%,"$9,972 ",43
105.4,2.18,2021-07-01,501,1037,-355,65.56753329,15.53582752,-0.29787234,0.111111111,0.5882,0.077140335,minneapolis,mn,minneapolis_mn,29,11.27%,"$7,128 ",4.39%,"$7,774 ",29
105.4,2.18,2021-07-01,31,993,-309,78.31325301,6.150919467,-0.226666667,-0.05,0.3725,-0.101688825,minneapolis,mn,minneapolis_mn,29,11.27%,"$7,128 ",4.39%,"$7,774 ",29
,2.18,2021-07-01,1084,204,1134,70.7038681,85.66899176,-0.62195122,2.80952381,1.5686,0.325662831,moultrie,ga,moultrie_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
,2.18,2021-07-01,843,972,146,14.20418516,72.73303741,-0.353658537,1.09375,1.3137,0.455730165,kinston,nc,kinston_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
178.6,2.18,2021-07-01,242,706,-444,74.69879518,30.05707039,-0.268292683,0.026315789,0.7647,-0.069400631,san francisco,ca,san francisco_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
,2.18,2021-07-01,1232,523,884,85.22511097,34.36905517,-0.684210526,1.470588235,0.8235,-0.107517221,waycross,ga,waycross_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
96.4,2.18,2021-07-01,102,554,651,53.96322131,62.65060241,-0.5,1.52173913,1.1373,0.210691167,lakeland,fl,lakeland_fl,6,8.23%,"$5,204 ",-23.79%,"$4,820 ",5
